"PAIS","COD_SKU","FAMILY","MODEL_NAME","BRAND","TIER","STATUS"
NI,2556,IPHONE X 256GB LTE,IPHONE X SILVER 256GB LTE,APPLE,FLAGSHIP,OBSOLETE
NI,2558,HUAWEI Y5 2018,HUAWEI Y5 2018 BLACK DS LTE,HUAWEI,LOW,OBSOLETE
NI,2559,HUAWEI Y5 2018,HUAWEI Y5 2018 GOLD DS LTE,HUAWEI,LOW,OBSOLETE
NI,2561,HUAWEI Y5 LITE 2018,KIT HUAWEI Y5 LITE 2018 GOLD DS LTE,HUAWEI,ENTRY,OBSOLETE
NI,2562,HUAWEI Y5 LITE 2018,HUAWEI Y5 LITE 2018 GRAY DS LTE,HUAWEI,ENTRY,OBSOLETE
NI,2564,SAMSUNG GALAXY J6 DS LTE,SAMSUNG GALAXY J6 GRAY DS LTE,SAMSUNG,MID HIGH,OBSOLETE
NI,2565,SAMSUNG GALAXY J6 DS LTE,SAMSUNG GALAXY J6 GOLD DS LTE,SAMSUNG,MID HIGH,OBSOLETE
NI,2566,SPF_GENERICOS_1GB,SPF_GENERICOS_1GB,,ENTRY,OBSOLETE
NI,2568,SAMSUNG GALAXY J4 DS LTE,KIT SAMSUNG GALAXY J4 GRAY DS LTE,SAMSUNG,MID,OBSOLETE
NI,2573,SAMSUNG GALAXY A8 64GB LTE,SAMSUNG GALAXY A8 2018 GRAY DS LTE,SAMSUNG,HIGH,OBSOLETE
NI,2574,SAMSUNG GALAXY A8 64GB LTE,SAMSUNG GALAXY A8 2018 BLACK 64GB DS LTE,SAMSUNG,HIGH,OBSOLETE
NI,2575,LG K11 PLUS DS LTE,LG K11 PLUS BLUE DS LTE,LG,MID HIGH,OBSOLETE
NI,2582,FORTIGATE 300E,FORTIGATE 300E,,FEATURE PHONE,OBSOLETE
NI,2584,SAMSUNG GALAXY J2 CORE DS LTE,KIT SAMSUNG GALAXY J2 CORE BLACK DS LTE,SAMSUNG,LOW,OBSOLETE
NI,2585,SAMSUNG GALAXY J2 CORE DS LTE,SAMSUNG GALAXY J2 CORE GOLD DS LTE,SAMSUNG,LOW,OBSOLETE
NI,2587,SKY F1M DS,SKY F1M BLACK DS,SKY,FEATURE PHONE,OBSOLETE
NI,2588,SKY F1M DS,KIT SKY F1M BLACK DS,SKY,FEATURE PHONE,OBSOLETE
NI,2589,SAMSUNG GALAXY J5 PRO 2017 DS LTE,KIT SAMSUNG J5 PRO2017 B/SILVER DS LTE,SAMSUNG,MID HIGH,OBSOLETE
NI,2590,SAMSUNG GALAXY J8 DS LTE,SAMSUNG GALAXY J8 GOLD 64GB DS LTE,SAMSUNG,HIGH,OBSOLETE
NI,2591,SAMSUNG GALAXY J8 DS LTE,SAMSUNG GALAXY J8 BLACK 64GB DS LTE,SAMSUNG,HIGH,OBSOLETE
NI,2593,SAMSUNG GALAXY J6 PLUS DS LTE,SAMSUNG GALAXY J6 PLUS BLACK DS LTE,SAMSUNG,MID HIGH,OBSOLETE
NI,2594,SAMSUNG GALAXY J6 PLUS DS LTE,SAMSUNG GALAXY J6 PLUS GRAY DS LTE,SAMSUNG,MID HIGH,OBSOLETE
NI,2595,SAMSUNG GALAXY NOTE 9 DS 128GB LTE,SAMSUNG GALAXY NOTE 9 BLACK 128GB DS LTE,SAMSUNG,FLAGSHIP,OBSOLETE
NI,2596,FORTIGATE 301E,FORTIGATE 301E,,FEATURE PHONE,OBSOLETE
NI,2598,NEXUS GO404 DS,KIT NEXUS GO404 BLACK DS,NEXUS,ENTRY,OBSOLETE
NI,2600,HUAWEI P20 128GB LTE,HUAWEI P20 BLUE 128GB DS LTE,HUAWEI,ULTRA HIGH,OBSOLETE
NI,2602,HUAWEI MATE 10 PRO LTE,HUAWEI MATE 10 PRO GRAY DS LTE,HUAWEI,ULTRA HIGH,OBSOLETE
NI,2604,ALCATEL ROUTER HH1NH LTE,ALCATEL ROUTER  HH41NH LTE EXPRESS,ALCATEL,LOW,OBSOLETE
NI,2605,HUAWEI Y5 2018,KIT HUAWEI Y5 2018 GOLD DS LTE,HUAWEI,LOW,OBSOLETE
NI,2607,SAMSUNG GALAXY J6 DS LTE,KIT SAMSUNG GALAXY J6 GOLD DS LTE,SAMSUNG,MID HIGH,OBSOLETE
NI,2608,NEXUS GO1452,NEXUS GO1452 BLACK DS LTE,NEXUS,ENTRY,OBSOLETE
NI,2609,NEXUS GO1452,KIT NEXUS GO1452 BLACK DS LTE,NEXUS,ENTRY,OBSOLETE
NI,2610,NEXUS GO404 DS,NEXUS GO404 GRAY DS,NEXUS,ENTRY,OBSOLETE
NI,2611,NEXUS GO404 DS,KIT NEXUS GO404 GRAY DS,NEXUS,ENTRY,OBSOLETE
NI,2612,COBRO DE ACCESORIO CABLE HDMI (VIRTUAL),COBRO DE ACCESORIO CABLE HDMI (VIRTUAL),,FEATURE PHONE,OBSOLETE
NI,2613,COBRO DE ACCESORIO F. DE PODER (VIRTUAL),COBRO DE ACCESORIO F. DE PODER (VIRTUAL),,FEATURE PHONE,OBSOLETE
NI,2614,COBRO DE ACCESORIO CABLE RCA (VIRTUAL),COBRO DE ACCESORIO CABLE RCA (VIRTUAL),,FEATURE PHONE,OBSOLETE
NI,2615,NEXUS GO1452,NEXUS GO1452 GOLD DS LTE,NEXUS,ENTRY,OBSOLETE
NI,2616,NEXUS GO1452,KIT NEXUS GO1452 GOLD DS LTE,NEXUS,ENTRY,OBSOLETE
NI,2618,BMOBILE AX683 DS,BMOBILE AX683 BLACK DS,BMOBILE,ENTRY,OBSOLETE
NI,2619,BMOBILE AX683,KIT BMOBILE AX683 BLACK DS,BMOBILE,ENTRY,OBSOLETE
NI,2620,SKY ELITE M5 PLUS,SKY M5 PLUS BLACK DS LTE,SKY,ENTRY,OBSOLETE
NI,2621,SKY ELITE M5 PLUS,KIT SKY M5 PLUS BLACK DS LTE,SKY,ENTRY,OBSOLETE
NI,2623,SKY F1M DS,SKY F1M WHITE DS,SKY,FEATURE PHONE,OBSOLETE
NI,2624,SKY F1M DS,KIT SKY F1M WHITE DS,SKY,FEATURE PHONE,OBSOLETE
NI,2625,HUAWEI MATE 20 LITE,HUAWEI MATE 20 LITE BLACK DS LTE,HUAWEI,MID HIGH,OBSOLETE
NI,2626,HUAWEI MATE 20 LITE,HUAWEI MATE 20 LITE BLUE DS LTE,HUAWEI,MID HIGH,OBSOLETE
NI,2627,HUAWEI MATE 20 LITE,HUAWEI MATE 20 LITE GOLD DS LTE,HUAWEI,MID HIGH,OBSOLETE
NI,2628,IPHONE 6S 32GB LTE,IPHONE 6S 32GB SILVER LTE,APPLE,HIGH,OBSOLETE
NI,2630,ALCATEL 5044 U5 LTE,KIT ALCATEL 5044A U5 GOLD LTE,ALCATEL,LOW,OBSOLETE
NI,2631,ALCATEL 5 5086A,KIT ALCATEL 5 5086A BLACK LTE,ALCATEL,MID,OBSOLETE
NI,2632,SAMSUNG GALAXY A7 DS LTE,SAMSUNG GALAXY A7 GOLD 64GB DS LTE,SAMSUNG,HIGH,OBSOLETE
NI,2633,SAMSUNG GALAXY A7 DS LTE,SAMSUNG GALAXY A7 BLUE 64GB DS LTE,SAMSUNG,HIGH,OBSOLETE
NI,2634,SAMSUNG GALAXY A7 DS LTE,SAMSUNG GALAXY A7 BLACK 64GB DS LTE,SAMSUNG,HIGH,OBSOLETE
NI,2638,IPHONE XS MAX 256GB LTE,IPHONE XS MAX 256GB SILVER LTE,APPLE,FLAGSHIP,OBSOLETE
NI,2639,IPHONE XR 128GB LTE,IPHONE XR 128GB BLACK LTE,APPLE,ULTRA HIGH,OBSOLETE
NI,2640,IPHONE XS 256GB LTE,IPHONE XS 256GB SILVER LTE,APPLE,FLAGSHIP,OBSOLETE
NI,2641,IPHONE 6S PLUS 32GB LTE,IPHONE 6S PLUS SILVER 32GB LTE,APPLE,HIGH,OBSOLETE
NI,2642,OWN FUN4,OWN FUN4 BLACK LTE,BMOBILE,ENTRY,OBSOLETE
NI,2643,OWN FUN4,KIT OWN FUN4 BLACK LTE,BMOBILE,ENTRY,OBSOLETE
NI,2644,HUAWEI P20 LITE,KIT HUAWEI P20 LITE BLUE DS LTE,HUAWEI,MID HIGH,OBSOLETE
NI,2646,HUAWEI Y9 2019,HUAWEI Y9 2019 BLACK DS LTE,HUAWEI,MID HIGH,OBSOLETE
NI,2647,HUAWEI Y9 2019,HUAWEI Y9 2019 BLUE DS LTE,HUAWEI,MID HIGH,OBSOLETE
NI,2648,BMOBILE K372,BMOBILE K372 BLACK DS,BMOBILE,FEATURE PHONE,OBSOLETE
NI,2649,BMOBILE K372,KIT BMOBILE K372 BLACK DS,BMOBILE,FEATURE PHONE,OBSOLETE
NI,2650,SAMSUNG GALAXY S10E,SAMSUNG GALAXY S10E BLACK 128GB DS LTE,SAMSUNG,ULTRA HIGH,OBSOLETE
NI,2651,SAMSUNG GALAXY S10,SAMSUNG GALAXY S10 BLACK 128GB DS LTE,SAMSUNG,FLAGSHIP,OBSOLETE
NI,2652,SAMSUNG GALAXY S10+,SAMSUNG GALAXY S10+ BLACK 128GB DS LTE,SAMSUNG,FLAGSHIP,OBSOLETE
NI,2654,HUAWEI P20,HUAWEI P20 BLACK D.L.,HUAWEI,ULTRA HIGH,OBSOLETE
NI,2656,Bmobile K372 DS,BMOBILE K372 SS DS,BMOBILE,FEATURE PHONE,OBSOLETE
NI,2658,MTT S25,KIT MTT S25 BLACK DS,MTT,FEATURE PHONE,OBSOLETE
NI,2659,HUAWEI ROUTER B310,KIT HUAWEI ROUTER B310 EXPREES LTE,HUAWEI,LOW,OBSOLETE
NI,2664,NA,KIT ANTENA YAGI 12 DB / MODY12,,FEATURE PHONE,OBSOLETE
NI,2665,HUAWEI Y6 2019,HUAWEI Y6 2019 BLACK DS LTE,HUAWEI,MID,OBSOLETE
NI,2667,MTT D379H 3G,MTT D379H 3G,MTT,FEATURE PHONE,OBSOLETE
NI,2669,MTT D379H,MTT D379H 3G S.S.,MTT,FEATURE PHONE,OBSOLETE
NI,2671,SAMSUNG A20,SAMSUNG GALAXY A20 BLACK,SAMSUNG,MID,OBSOLETE
NI,2675,ALCATEL 1S,ALCATEL 1S BLACK,ALCATEL,MID LOW,OBSOLETE
NI,2676,MTT L506 DS LTE,MTT L506 BLACK,MTT,LOW,OBSOLETE
NI,2679,SAMSUNG GALAXY A50 64GB,SAMSUNG GALAXY A50 WHITE 64GB,SAMSUNG,MID HIGH,OBSOLETE
NI,2680,SAMSUNG GALAXY A50 64GB,SAMSUNG GALAXY A50 BLACK 64GB,SAMSUNG,MID HIGH,OBSOLETE
NI,2681,SAMSUNG A20,KIT SAMSUNG GALAXY A20 BLUE,SAMSUNG,MID,OBSOLETE
NI,2683,SAMSUNG GALAXY S10+,SAMSUNG GALAXY S10+ WHITE 128GB,SAMSUNG,FLAGSHIP,OBSOLETE
NI,2684,SAMSUNG GALAXY S10,SAMSUNG GALAXY S10 WHITE 128GB,SAMSUNG,FLAGSHIP,OBSOLETE
NI,2685,SAMSUNG GALAXY A10,SAMSUNG GALAXY A10 BLUE,SAMSUNG,MID,OBSOLETE
NI,2686,SAMSUNG GALAXY A10,SAMSUNG GALAXY A10 BLACK DS,SAMSUNG,MID,OBSOLETE
NI,2687,,MTTL-506 SS,MTT,LOW,OBSOLETE
NI,2688,SAMSUNG GALAXY A80,SAMSUNG GALAXY A80  SILVER 128GB,SAMSUNG,ULTRA HIGH,OBSOLETE
NI,2691,SAMSUNG GALAXY A80 128GB,SAMSUNG GALAXY A80  BLACK 128GB,SAMSUNG,ULTRA HIGH,OBSOLETE
NI,2693,,KIT BMOBILE K373 BLACK,BMOBILE,FEATURE PHONE,OBSOLETE
NI,2695,,KIT BMOBILE K373 BLUE,BMOBILE,FEATURE PHONE,OBSOLETE
NI,2697,,KIT BMOBILE K373 PINK,BMOBILE,FEATURE PHONE,OBSOLETE
NI,2698,Bmobile K373,BMOBILE K373 GRAY,BMOBILE,FEATURE PHONE,OBSOLETE
NI,2700,LG K20,LG K20 BLACK,LG,LOW,OBSOLETE
NI,2705,,MOTOROLA G7 POWER,MOTOROLA,MID HIGH,OBSOLETE
NI,2706,,SAMSUNG GALAXY J2 CORE BLUE,SAMSUNG,LOW,OBSOLETE
NI,2708,HUAWEI P30 LITE,HUAWEI P30 LITE BLACK,HUAWEI,MID HIGH,OBSOLETE
NI,2710,BMOBILE AX1082, BMOBILE AX1082 LTE BLUE,BMOBILE,LOW,OBSOLETE
NI,2711,,KIT BMOBILE AX1082 BLUE,BMOBILE,LOW,OBSOLETE
NI,2712,,LG K20 S.S.,LG,LOW,OBSOLETE
NI,2714,,KIT LG K20 BLACK,LG,LOW,OBSOLETE
NI,2715,,KIT SAMSUNG GALAXY J2 CORE BLUE,SAMSUNG,LOW,OBSOLETE
NI,2689,,ALCATEL TABLET 9009,ALCATEL,OTHERS,OBSOLETE
NI,2719,SAMSUNG GALAXY A10 SS,SAMSUNG GALAXY A10 BLACK SS,SAMSUNG,MID,OBSOLETE
NI,3140,SKY F3P,SKY F3P BLACK/RED,SKY,FEATURE PHONE,EOL
NI,2725,BMOBILE AX1077+,KIT BMOBILE AX1077+ BLACK,BMOBILE,ENTRY,OBSOLETE
NI,2726,,SAMSUNG GALAXY S10+ 128GB GREEN,SAMSUNG,FLAGSHIP,OBSOLETE
NI,2727,SAMSUNG GALAXY NOTE 10+,SAMSUNG GALAXY NOTE 10+ BLACK 256GB,SAMSUNG,FLAGSHIP,OBSOLETE
NI,2730,,NOKIA 6,NOKIA,MID LOW,OBSOLETE
NI,2732,,KIT IPHONE XR 128GB BLACK,APPLE,ULTRA HIGH,OBSOLETE
NI,2734,,KIT NOKIA 1 PLUS BLACK,NOKIA,LOW,OBSOLETE
NI,2735,,NOKIA 6 BLUE SS,NOKIA,MID LOW,OBSOLETE
NI,2738,SAMSUNG GALAXY A10S,SAMSUNG GALAXY A10S BLUE,SAMSUNG,MID,OBSOLETE
NI,2740,,SAMSUNG GALAXY A70 BLUE,SAMSUNG,HIGH,OBSOLETE
NI,2742,,KIT SAMSUNG GALAXY A10S BLUE,SAMSUNG,MID,OBSOLETE
NI,2744,,HUAWEI P30 PRO PIEDRA LUNA,HUAWEI,ULTRA HIGH,OBSOLETE
NI,2745,,HUAWEI Y5 2018 BROWN,HUAWEI,LOW,OBSOLETE
NI,2747,,SAMSUNG GALAXY A30-S BLACK,SAMSUNG,MID HIGH,OBSOLETE
NI,2716,,HUAWEI TABLET MEDIAPAD T310,HUAWEI,OTHERS,OBSOLETE
NI,2750,SAMSUNG GALAXY A50,SAMSUNG GALAXY A50 BLUE 128GB,SAMSUNG,MID HIGH,OBSOLETE
NI,2751,,SAMSUNG GALAXY A50 BLACK 128GB,SAMSUNG,MID HIGH,OBSOLETE
NI,2756,,SAMSUNG GALAXY NOTE 10+ SILVER 256GB,SAMSUNG,FLAGSHIP,OBSOLETE
NI,2757,,NOKIA 1 PLUS BLUE,NOKIA,LOW,OBSOLETE
NI,2762,,KIT HUAWEI Y6 2019 BLACK DS LTE,HUAWEI,MID,OBSOLETE
NI,2765,,NOKIA 1 PLUS S.S.,NOKIA,LOW,OBSOLETE
NI,2766,,ZTE A3 S.S.,ZTE,ENTRY,EOL
NI,2768,HUAWEI Y6 2019,HUAWEI Y6 2019 SS,HUAWEI,MID,OBSOLETE
NI,2845,,SAMSUNG GALAXY A20S BLUE,SAMSUNG,MID,OBSOLETE
NI,2772,,SAMSUNG GALAXY A20-S BLACK,SAMSUNG,MID,OBSOLETE
NI,2774,HUAWEI Y5 2019,HUAWEI Y5 2019 BLACK SS,HUAWEI,MID LOW,OBSOLETE
NI,2775,NA,HUAWEI Y9 2019 SS,HUAWEI,MID HIGH,OBSOLETE
NI,2776,HUAWEI Y9 2019,HUAWEI Y9 2019 PRIME SS,HUAWEI,MID HIGH,OBSOLETE
NI,2777,,BMOBILE AX1077+ BLACK SINGLE SIM,BMOBILE,ENTRY,OBSOLETE
NI,2778,,KIT BMOBILE AX1077+ BLACK SINGLE SIM,BMOBILE,ENTRY,OBSOLETE
NI,2779,,KIT SAMSUNG GALAXY A20-S SINGLE SIM,SAMSUNG,MID,OBSOLETE
NI,2780,BMOBILE AX1082,BMOBILE AX1082 EXHIBICION,BMOBILE,LOW,OBSOLETE
NI,2781,NOKIA 1 PLUS,NOKIA 1 PLUS EXHIBICION,NOKIA,LOW,OBSOLETE
NI,2782,ZTE A3 LITE,ZTE A3 LITE EXHIBICION,ZTE,ENTRY,EOL
NI,2783,,SAMSUNG GALAXY NOTE 10+ BLUE,SAMSUNG,FLAGSHIP,OBSOLETE
NI,2784,BMOBILE AX1077+,BMOBILE AX1077+ EXHIBICION,BMOBILE,ENTRY,OBSOLETE
NI,2785,,IPHONE 11 PRO MAX 64GB SPACE GRAY,APPLE,FLAGSHIP,OBSOLETE
NI,2786,BMOBILE AX1017,BMOBILE AX1017 BLACK,BMOBILE,ENTRY,OBSOLETE
NI,2787,,NOKIA 5.1 BLACK SINGLE S.,NOKIA,LOW,OBSOLETE
NI,2790,,KIT BMOBILE AX1017 BLACK,BMOBILE,ENTRY,OBSOLETE
NI,2792,BOLD F1 2G,BOLD F1 2G BLUE,BLU,FEATURE PHONE,OBSOLETE
NI,2793,BOLD F1 2G,KIT BOLD F1-2G BALCK,BLU,FEATURE PHONE,OBSOLETE
NI,2794,,KIT BOLD F1-2G BLUE,BLU,FEATURE PHONE,OBSOLETE
NI,2795,,KIT SAMSUNG A20 S BLACK SINGLE SIM,SAMSUNG,MID,OBSOLETE
NI,2796,SAMSUNG GALAXY A71,SAMSUNG GALAXY A71 128GB BLACK TIN,SAMSUNG,HIGH,OBSOLETE
NI,2799,NOKIA 5.1,NOKIA 5.1 EXHIBICION,NOKIA,LOW,OBSOLETE
NI,2802,BMOBILE AX1080,BMOBILE AX1080 GOLD,BMOBILE,ENTRY,OBSOLETE
NI,2805,NA,KIT BMOBILE AX1080 GOLD,BMOBILE,ENTRY,OBSOLETE
NI,2835,NOKIA 4.2,NOKIA 4.2 BLACK,NOKIA,MID LOW,OBSOLETE
NI,2840,,LG K20 BLUE,LG,LOW,OBSOLETE
NI,2841,,SAMSUNG GALAXY NOTE 10 LITE  BLACK,SAMSUNG,HIGH,OBSOLETE
NI,2842,,SAMSUNG GALAXY NOTE 10 LITE RED,SAMSUNG,HIGH,OBSOLETE
NI,2844,,SAMSUNG GALAXY A30S VIOLET,SAMSUNG,MID HIGH,OBSOLETE
NI,2846,,SAMSUNG GALAXY A20S RED,SAMSUNG,MID,OBSOLETE
NI,2847,SAMSUNG GALAXY A51,SAMSUNG GALAXY A51 WHITE,SAMSUNG,HIGH,EOL
NI,2849,,SAMSUNG GALAXY S20 ULTRA GRAY,SAMSUNG,FLAGSHIP,OBSOLETE
NI,2919,,SAMSUNG S20 ULTRA BLACK,SAMSUNG,FLAGSHIP,OBSOLETE
NI,2850,,KIT ALCATEL 1S BLACK,ALCATEL,MID LOW,OBSOLETE
NI,2909,SMOOTH SNAP,SMOOTH SNAP 2G SS,SMOOTH,FEATURE PHONE,EOL
NI,2856,,SAMSUNG GALAXY A10S BLACK SINGLE SIM,SAMSUNG,MID,OBSOLETE
NI,2857,,KIT LG K20 BLUE,LG,LOW,OBSOLETE
NI,2861,XIAOMI REDMI NOTE 8,XIAOMI REDMI NOTE 8 BLACK 64GB,XIAOMI,MID HIGH,OBSOLETE
NI,2862,XIAOMI REDMI NOTE 8,XIAOMI REDMI NOTE 8 BLUE 64GB,XIAOMI,MID HIGH,OBSOLETE
NI,2863,,IPHONE 11 64GB PURPLE,APPLE,ULTRA HIGH,OBSOLETE
NI,2864,,IPHONE 11 PRO MAX 64GB GOLD,APPLE,FLAGSHIP,OBSOLETE
NI,2981,IPHONE 11 128GB,IPHONE 11 128GB PURPLE,APPLE,ULTRA HIGH,EOL
NI,2868,,HUAWEI Y9 PRIME BLACK,HUAWEI,MID HIGH,OBSOLETE
NI,2869,,KIT HUAWEI Y5 2019 BLACK,HUAWEI,MID LOW,OBSOLETE
NI,2871,,IPHONE 11 PRO MAX 64GB SILVER ,APPLE,FLAGSHIP,OBSOLETE
NI,2872,IPHONE 11 64GB,IPHONE 11 64GB WHITE ,APPLE,ULTRA HIGH,OBSOLETE
NI,2877,,KIT NOKIA 5.1,NOKIA,LOW,OBSOLETE
NI,2880,XIAOMI REDMI NOTE 8,XIAOMI REDMI NOTE 8 BLUE+FITBAND,XIAOMI,MID HIGH,OBSOLETE
NI,2882,SMOOTH UNO 3G,KIT SMOOTH UNO 3G BLACK DS,SMOOTH,FEATURE PHONE,EOL
NI,2883,XIAOMI REDMI NOTE 8,XIAOMI REDMI NOTE 8 BLACK+FITBAND,XIAOMI,MID HIGH,OBSOLETE
NI,2884,BOLD T5 PLUS,BOLD T5 PLUS BLUE,BLU,ENTRY,OBSOLETE
NI,2935,,KIT BOLD T5 PLUS BLACK,BLU,ENTRY,OBSOLETE
NI,2887,,KIT BMOBILE AX1075+ BLACK SINGLE,BMOBILE,ENTRY,OBSOLETE
NI,2888,XIAOMI REDMI NOTE 8,XIAOMI REDMI NOTE 8 BLACK 64GB SS,XIAOMI,MID HIGH,OBSOLETE
NI,2889,,SAMSUNG GALAXY A01 BLUE,SAMSUNG,MID LOW,OBSOLETE
NI,3099,SAMSUNG GALAXY Z FLIP3,SAMSUNG GALAXY Z FLIP3 8 128GB BLACK,SAMSUNG,FLAGSHIP,EOL
NI,4014,,"4014_NOKIA 3.1 PLUS",NOKIA,MID,OBSOLETE
NI,2910,,SAMSUNG GALAXY A11 BLACK,SAMSUNG,MID,OBSOLETE
NI,2911,SAMSUNG GALAXY A11,SAMSUNG GALAXY A11 BLUE,SAMSUNG,MID,OBSOLETE
NI,2915,,SAMSUNG GALAXY A21S BLACK,SAMSUNG,MID,OBSOLETE
NI,2916,SAMSUNG GALAXY A21S 64GB,SAMSUNG GALAXY A21S BLUE,SAMSUNG,MID,OBSOLETE
NI,4020,,RCA VIDA 3G,RCA,FEATURE PHONE,OBSOLETE
NI,4021,,RCA ROCA 2G,RCA,FEATURE PHONE,OBSOLETE
NI,2925,,ZTE BLADE A5 BLACK,ZTE,LOW,OBSOLETE
NI,2929,,KIT ZTE BLADE A5 BLACK,ZTE,LOW,EOL
NI,4032,,SNAP MINI 2 BLUE,SMOOTH,FEATURE PHONE,OBSOLETE
NI,2924,,SAMSUNG GALAXY A01 CORE BLACK,SAMSUNG,LOW,OBSOLETE
NI,2928,,LG K22+ BLACK,LG,MID,OBSOLETE
NI,2921,,LG K51S TITAN,LG,MID,OBSOLETE
NI,2939,,REALME 6 128GB BLUE,REALME,MID HIGH,OBSOLETE
NI,2950,BOLD T5,BOLD T5 BLACK LTE,BLU,ENTRY,EOL
NI,2936,BMOBILE AX1078,BMOBILE AX1078 BLUE,BMOBILE,ENTRY,OBSOLETE
NI,2932,BLU ZOEY 3G,BLU ZOEY SMART Z230L 3G BLACK DS,BLU,FEATURE PHONE,OBSOLETE
NI,6000,,SMOOTH UNO 3G 128MB LB TIN COM 1200000042,SMOOTH,FEATURE PHONE,EOL
NI,13,TERMINAL EXTERNO GSM,TERMINAL EXTERNO GSM,,FEATURE PHONE,OBSOLETE
NI,2752,,KIT PBX,,FEATURE PHONE,OBSOLETE
NI,335,AXESSTEL PG210,AXESSTEL PG210,,FEATURE PHONE,OBSOLETE
NI,346,TP TT1X GSM,TP TT1X GSM,,FEATURE PHONE,OBSOLETE
NI,542,LG KM500D,LG KM500D,LG,MID HIGH,OBSOLETE
NI,561,IPHONE 3GS 8GB,IPHONE 3GS 8GB BLACK,APPLE,MID,OBSOLETE
NI,579,ANTENA MOVIL 3DB / ASPD910T,ANTENA MOVIL 3DB / ASPD910T,,ENTRY,OBSOLETE
NI,580,NA,ANTENA YAGI 12 DB / MODY12,ACC   ,FEATURE PHONE,OBSOLETE
NI,644,ROUTER BANDLUXE 3.5G / R100,ROUTER BANDLUXE 3.5G / R100,,LOW,OBSOLETE
NI,664,AVVIO GD850T PBX,AVVIO GD850T PBX,AVVIO,FEATURE PHONE,OBSOLETE
NI,671,ZTE MF636 USB MODEM,ZTE MF636 USB MODEM,ZTE,MODEM,OBSOLETE
NI,692,SAMSUNG C276,SAMSUNG C276,SAMSUNG,LOW,OBSOLETE
NI,724,NA,HUAWEI ETS3223,HUAWEI,FEATURE PHONE,OBSOLETE
NI,732,NOKIA 5130,NOKIA 5130,NOKIA,FEATURE PHONE,OBSOLETE
NI,780,HUAWEI E1756 USB MODEM,HUAWEI E1756 USB MODEM,HUAWEI,MODEM,OBSOLETE
NI,782,NA,HUAWEI G2200,HUAWEI,FEATURE PHONE,OBSOLETE
NI,792,NOKIA E72,NOKIA E72,NOKIA,HIGH,OBSOLETE
NI,796,NOKIA X3,NOKIA X3,NOKIA,HIGH,OBSOLETE
NI,802,SAMSUNG 2520,SAMSUNG 2520,SAMSUNG,MID,OBSOLETE
NI,816,BMOBILE ROUTER R-100,BMOBILE ROUTER R-100,BMOBILE,FEATURE PHONE,OBSOLETE
NI,822,AVVIO 505 T.V,AVVIO 505 T.V BLACK,AVVIO,FEATURE PHONE,OBSOLETE
NI,833,ZTE MOVISTAR 317,ZTE MOVISTAR 317,ZTE,FEATURE PHONE,OBSOLETE
NI,850,NOKIA 2690,NOKIA 2690,NOKIA,MID,OBSOLETE
NI,866,ALCATEL 305A,ALCATEL 305A,ALCATEL,FEATURE PHONE,OBSOLETE
NI,872,IPHONE 4 16GB ,IPHONE 4 16GB BLACK,APPLE,HIGH,OBSOLETE
NI,879,NOKIA E5,NOKIA E5,NOKIA,HIGH,OBSOLETE
NI,895,HUAWEI E173 USB MODEM,HUAWEI E173 USB MODEM,HUAWEI,MODEM,OBSOLETE
NI,897,NOKIA N8,NOKIA N8,NOKIA,ULTRA HIGH,OBSOLETE
NI,901,BLACKBERRY 9300,BLACKBERRY 9300,BLACKBERRY,FEATURE PHONE,OBSOLETE
NI,917,NOKIA X2,NOKIA X2,NOKIA,HIGH,OBSOLETE
NI,930,BLACKBERRY 9780,BLACKBERRY 9780,BLACKBERRY,HIGH,OBSOLETE
NI,936,LG T310,LG T310,LG,FEATURE PHONE,OBSOLETE
NI,951,HUAWEI ETS3125,HUAWEI ETS3125,HUAWEI,FEATURE PHONE,OBSOLETE
NI,969,NOKIA E7,NOKIA E7,NOKIA,FEATURE PHONE,OBSOLETE
NI,977,NOKIA C1-01,NOKIA C1-01,NOKIA,LOW,OBSOLETE
NI,985,AVVIO 530 TV,AVVIO 530 TV,AVVIO,ENTRY,OBSOLETE
NI,995,ZTE GR-235,ZTE GR-235,ZTE,FEATURE PHONE,OBSOLETE
NI,1015,BLACKBERRY 9800,BLACKBERRY 9800 EMPLEADO,BLACKBERRY,HIGH,OBSOLETE
NI,1016,VERYKOOL I650,VERYKOOL I650,VERYKOOL,LOW,OBSOLETE
NI,1026,ZTE MOVISTAR ONDA,ZTE MOVISTAR ONDA,ZTE,FEATURE PHONE,OBSOLETE
NI,1030,IPHONE 4 8GB ,IPHONE 4 8GB BLACK,APPLE,HIGH,OBSOLETE
NI,1037,NOKIA 500,NOKIA 500,NOKIA,FEATURE PHONE,OBSOLETE
NI,1041,ISATPHONE PRO DE INMARSAST,ISATPHONE PRO DE INMARSAST,ACC   ,FLAGSHIP,OBSOLETE
NI,1072,ZTE MOVISTAR TAB ONE V9,ZTE MOVISTAR TAB ONE V9,ZTE,OTHERS,OBSOLETE
NI,1077,IPHONE 4S 16GB ,IPHONE 4S 16GB BLACK,APPLE,ULTRA HIGH,OBSOLETE
NI,1085,AVVIO 401,AVVIO 401,AVVIO,FEATURE PHONE,OBSOLETE
